Iteration	Posterior	Likelihood	Prior	alpha_seq	branch_rates	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	omega	origin_time	p_inv	rates_seq[1]	rates_seq[2]	rates_seq[3]	rates_seq[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
14	-38410.78	-38110.82	-299.9627	1.108727	0.003900608	0.003900608	0.01304947	0.0435698	0.346655	0.0050219	0.0654145	0.239702	0.299636	0.2537316	0.04906528	66.91317	0.7744852	0.158123	0.507159	1.01591	2.3188	0.326074	0.406978	0.208173	0.0587748	0.266781	0.9510855
15	-36726.05	-36426.36	-299.6878	1.098249	0.006041437	0.006041437	0.01806645	0.0424307	0.337592	0.00489061	0.0898486	0.233435	0.291803	0.2429382	0.06492778	67.50216	0.7744852	0.15613	0.504414	1.01455	2.32491	0.312355	0.389855	0.199414	0.0983759	0.2610047	0.9307811
16	-35912.93	-35614	-298.9258	1.097477	0.00659499	0.00659499	-0.01614918	0.0506468	0.338659	0.00490606	0.0898462	0.199753	0.316189	0.2429382	0.06019001	67.71501	0.7744852	0.155982	0.50421	1.01444	2.32536	0.347148	0.321892	0.221627	0.109334	0.226789	1.071208
17	-35231.02	-34933.35	-297.6759	0.969586	0.01031199	0.01031199	-0.006757466	0.0475022	0.317633	0.00454802	0.0842678	0.187351	0.358699	0.2361801	0.06303129	68.31401	0.3911316	0.130846	0.467415	0.994772	2.40697	0.347148	0.321892	0.221627	0.109334	0.2294226	1.029454
18	-34810.17	-34517.66	-292.5078	0.902247	0.0105869	0.0105869	0.004544961	0.0668692	0.294223	0.0059189	0.0734909	0.173543	0.385955	0.187412	0.06289388	68.5779	0.3911316	0.117061	0.445261	0.981706	2.45597	0.370096	0.343171	0.170172	0.116561	0.1919569	0.976323
19	-34154.32	-33864.15	-290.1674	0.8751115	0.01360238	0.01360238	0.02663312	0.0729029	0.292245	0.00611944	0.0729968	0.172376	0.38336	0.1529633	0.06663501	67.84816	0.3911316	0.111413	0.435704	0.975776	2.47711	0.370096	0.343171	0.170172	0.116561	0.1795964	0.8517057
20	-33921.73	-33628.82	-292.912	0.9126109	0.01358594	0.01358594	0.02600991	0.0797961	0.280728	0.0133476	0.0798989	0.126621	0.419608	0.1603654	0.07061807	68.60234	0.2701301	0.119204	0.448812	0.983863	2.44812	0.370096	0.343171	0.170172	0.116561	0.1863753	0.8604434
21	-33656.78	-33363.96	-292.823	0.9962067	0.01416108	0.01416108	0.02119267	0.0788326	0.277338	0.0252615	0.0789341	0.125092	0.414542	0.1618013	0.0689662	68.65918	0.2701301	0.136196	0.475609	0.999369	2.38883	0.369814	0.34291	0.170043	0.117233	0.1829939	0.8841892
22	-33555.05	-33262.83	-292.2206	1.022649	0.01418252	0.01418252	0.01750004	0.0798062	0.27234	0.0404361	0.0775114	0.122837	0.40707	0.1571373	0.06625268	68.48529	0.2701301	0.141451	0.483455	1.00365	2.37144	0.369814	0.34291	0.170043	0.117233	0.1746374	0.8997921
23	-33321.51	-33026.06	-295.4507	1.025736	0.01418252	0.01418252	0.01454761	0.0798062	0.27234	0.0404361	0.0775114	0.122837	0.40707	0.1677007	0.06626885	68.85049	0.2701301	0.14206	0.484353	1.00414	2.36945	0.40645	0.277815	0.186888	0.128847	0.1822483	0.920177
24	-33152.88	-32857.42	-295.4536	1.062335	0.01828203	0.01828203	0.009382576	0.0780722	0.266422	0.0642925	0.0758272	0.120168	0.395218	0.1662119	0.06253113	69.42092	0.2921558	0.149221	0.494718	1.00961	2.34645	0.40645	0.277815	0.186888	0.128847	0.1755944	0.9465668
25	-32878.21	-32580.61	-297.6013	0.8937693	0.01828203	0.01828203	0.01392128	0.0837958	0.212642	0.0690059	0.0813862	0.128978	0.424192	0.1616732	0.05135883	69.53897	0.22795	0.115301	0.442316	0.979898	2.46249	0.40645	0.277815	0.186888	0.128847	0.1755944	0.9207191
26	-32737.67	-32438.86	-298.8134	0.9017642	0.01823399	0.01823399	0.01433121	0.0837958	0.212642	0.0690059	0.0813862	0.128978	0.424192	0.1618467	0.04956179	69.33812	0.22795	0.116961	0.445094	0.981604	2.45634	0.405166	0.276937	0.186297	0.1316	0.1761779	0.9186549
27	-32260.36	-31966.37	-293.9892	0.9328567	0.0217401	0.0217401	0.007688885	0.0858368	0.209402	0.0679545	0.0801462	0.138931	0.417729	0.1618467	0.06224979	69.12186	0.22795	0.12337	0.455596	0.987918	2.43312	0.264327	0.355635	0.211041	0.168997	0.1695356	0.9546474
28	-31842.49	-31547.49	-294.9949	0.9337984	0.02182436	0.02182436	0.00960831	0.0885312	0.215975	0.0700876	0.0512724	0.143292	0.430841	0.1569852	0.06465888	69.66261	0.22795	0.123563	0.455907	0.988102	2.43243	0.250024	0.336391	0.199621	0.213964	0.1665935	0.9423248
29	-31636.2	-31340.54	-295.6538	0.9337984	0.02852687	0.02852687	0.01737922	0.0885312	0.215975	0.0700876	0.0512724	0.143292	0.430841	0.1570905	0.06115687	68.73089	0.22795	0.123563	0.455907	0.988102	2.43243	0.249785	0.336069	0.19943	0.214717	0.1744697	0.9003883
30	-31450.32	-31158.19	-292.1324	0.9451972	0.02852687	0.02852687	0.01217105	0.0951326	0.23208	0.0753138	0.0550956	0.146105	0.396273	0.1578379	0.06115687	69.55655	0.1985928	0.125894	0.459636	0.990291	2.42418	0.249785	0.336069	0.19943	0.214717	0.170009	0.9284094
31	-31377.96	-31088.25	-289.714	0.9041113	0.02787253	0.02787253	0.000773993	0.0971578	0.215732	0.0769171	0.0562685	0.149215	0.404709	0.1578379	0.0638768	69.93503	0.1985928	0.117447	0.445903	0.982098	2.45455	0.249785	0.336069	0.19943	0.214717	0.1586119	0.9951202
32	-31027.5	-30739.06	-288.443	0.8504701	0.04158028	0.04158028	0.0242807	0.113932	0.226727	0.0808373	0.0591364	0.156821	0.362547	0.13589	0.06357422	69.10406	0.1985928	0.106244	0.426687	0.970015	2.49705	0.279309	0.257593	0.223002	0.240096	0.1601707	0.8484074
33	-30825.97	-30536	-289.9699	0.8504701	0.03195484	0.03195484	0.01989094	0.117721	0.225758	0.0804916	0.0588835	0.15615	0.360997	0.1476091	0.06320445	68.67997	0.1985928	0.106244	0.426687	0.970015	2.49705	0.247717	0.228457	0.197779	0.326048	0.1675	0.8812482
34	-30711.6	-30423.42	-288.1785	0.7650213	0.03194968	0.03194968	0.0143699	0.107979	0.20843	0.100129	0.109113	0.143228	0.331122	0.1468327	0.06377839	68.4314	0.1985928	0.088097	0.392661	0.946771	2.57247	0.247717	0.228457	0.197779	0.326048	0.1612026	0.9108581
35	-30605.06	-30317.38	-287.6815	0.7786132	0.03194968	0.03194968	0.01954361	0.105151	0.202971	0.0975066	0.106256	0.165665	0.322451	0.1410843	0.06851227	69.39874	0.1985928	0.0910004	0.398379	0.950848	2.55977	0.257341	0.225534	0.195248	0.321876	0.1606279	0.87833
36	-30508.15	-30221.06	-287.0906	0.7951387	0.03196504	0.03196504	0.023692	0.101389	0.182742	0.132846	0.102454	0.169655	0.310914	0.1196884	0.08215317	68.95956	0.1985928	0.0945239	0.405169	0.955599	2.54471	0.267343	0.234301	0.202838	0.295518	0.1433804	0.8347612
37	-30405.24	-30116.22	-289.0226	0.8345402	0.03806966	0.03806966	0.02482632	0.118264	0.213158	0.154957	0.119506	0.197892	0.196222	0.1198122	0.08155919	68.65503	0.1985928	0.102884	0.420677	0.966084	2.51035	0.267343	0.234301	0.202838	0.295518	0.1446385	0.8283561
38	-30317.73	-30029.26	-288.467	0.8619196	0.03807316	0.03807316	0.02521347	0.111101	0.200247	0.163272	0.109237	0.23982	0.176323	0.1198065	0.07947617	68.57249	0.1954965	0.10865	0.430918	0.972738	2.48769	0.243167	0.242032	0.209531	0.30527	0.14502	0.8261379
39	-30240.6	-29954.97	-285.6267	0.8354399	0.03789363	0.03789363	0.02493713	0.10942	0.197217	0.175933	0.107584	0.236191	0.173655	0.1198065	0.0775905	68.83084	0.1954965	0.103075	0.42102	0.966311	2.50959	0.243167	0.242032	0.209531	0.30527	0.1447436	0.8277152
40	-30239.22	-29955.18	-284.044	0.8690968	0.03784754	0.03784754	0.02261878	0.10942	0.197217	0.175933	0.107584	0.236191	0.173655	0.1191014	0.08068889	67.79291	0.1954965	0.110154	0.433534	0.974404	2.48191	0.243167	0.242032	0.209531	0.30527	0.1417202	0.8403983
41	-30235.5	-29952.08	-283.413	0.8440231	0.03595584	0.03595584	0.02056735	0.10942	0.197217	0.175933	0.107584	0.236191	0.173655	0.1212289	0.08388488	68.17384	0.1954965	0.104886	0.424272	0.968444	2.5024	0.243167	0.242032	0.209531	0.30527	0.1417962	0.8549514
42	-30231.07	-29948.48	-282.5925	0.83082	0.03599592	0.03599592	0.02678694	0.10942	0.197217	0.175933	0.107584	0.236191	0.173655	0.1137229	0.08319649	68.31634	0.1954965	0.102098	0.419253	0.965142	2.51351	0.243167	0.242032	0.209531	0.30527	0.1405099	0.809359
43	-30133.13	-29851.95	-281.1761	0.83082	0.03749126	0.03749126	0.01862038	0.10942	0.197217	0.175933	0.107584	0.236191	0.173655	0.1128662	0.08319649	68.24653	0.1954965	0.102098	0.419253	0.965142	2.51351	0.243167	0.242032	0.209531	0.30527	0.1314866	0.8583857
44	-30073.29	-29791.57	-281.7168	0.8302547	0.03749829	0.03749829	0.01862038	0.105337	0.210017	0.169368	0.10357	0.227379	0.184328	0.1128662	0.08238382	68.55218	0.1954965	0.101978	0.419035	0.964998	2.51399	0.243167	0.242032	0.209531	0.30527	0.1314866	0.8583857
45	-30055.94	-29772.65	-283.2939	0.7963641	0.03739782	0.03739782	0.00881019	0.103766	0.206885	0.166842	0.116941	0.223988	0.181578	0.122377	0.08292382	68.30037	0.1954965	0.0947848	0.405666	0.955942	2.54361	0.243167	0.242032	0.209531	0.30527	0.1311872	0.9328426
46	-30019.54	-29739.71	-279.8347	0.8275079	0.03411693	0.03411693	0.02741961	0.138232	0.198929	0.160426	0.112444	0.215374	0.174595	0.09639948	0.08500389	68.06588	0.1853272	0.101397	0.417978	0.964295	2.51633	0.243167	0.242032	0.209531	0.30527	0.1238191	0.778551
47	-30016.36	-29736.29	-280.0648	0.8017758	0.03565932	0.03565932	0.03553002	0.135967	0.199451	0.160848	0.11274	0.21594	0.175054	0.08943253	0.09008068	68.41935	0.1779327	0.0959366	0.407848	0.957446	2.53877	0.243167	0.242032	0.209531	0.30527	0.1249625	0.7156747
48	-29999.55	-29720.38	-279.1742	0.8017758	0.03361024	0.03361024	0.03135592	0.139751	0.205002	0.143535	0.109838	0.221949	0.179926	0.09468209	0.0761495	68.36601	0.1605077	0.0959366	0.407848	0.957446	2.53877	0.248608	0.209997	0.21422	0.327175	0.126038	0.7512185
49	-29991.77	-29712.19	-279.5772	0.7792639	0.03351153	0.03351153	0.03018687	0.136474	0.200195	0.163617	0.107263	0.216745	0.175707	0.09508872	0.07138905	67.91679	0.1605077	0.0911393	0.39865	0.951039	2.55917	0.246902	0.208556	0.219612	0.32493	0.1252756	0.7590363
50	-29990.07	-29706.98	-283.0948	0.8022087	0.03351153	0.03351153	0.03880432	0.134162	0.196804	0.152831	0.130398	0.213074	0.172731	0.1083337	0.07246063	68.42537	0.1605077	0.0960286	0.408022	0.957565	2.53838	0.246902	0.208556	0.219612	0.32493	0.147138	0.7362727
51	-29971.21	-29691.46	-279.751	0.7249824	0.03483923	0.03483923	0.01732983	0.131884	0.195316	0.165362	0.128184	0.209456	0.169798	0.109348	0.07246063	69.27302	0.1605077	0.0795305	0.375083	0.933786	2.6116	0.246902	0.208556	0.219612	0.32493	0.1266778	0.8631976
52	-29957.14	-29677.66	-279.4749	0.8297425	0.03464801	0.03464801	0.01347937	0.131884	0.195316	0.165362	0.128184	0.209456	0.169798	0.1120151	0.07289473	69.98208	0.1605077	0.10187	0.418838	0.964867	2.51442	0.245966	0.207765	0.22257	0.323698	0.1254944	0.8925899
53	-29930.31	-29651.25	-279.0631	0.8360304	0.0343587	0.0343587	0.01107921	0.133758	0.19809	0.167711	0.130005	0.212431	0.158006	0.1086748	0.06320934	69.73017	0.1605077	0.103199	0.421245	0.966459	2.5091	0.245966	0.207765	0.22257	0.323698	0.119754	0.9074836
54	-29925.84	-29648.08	-277.7552	0.8118158	0.03565875	0.03565875	0.02392617	0.141446	0.176356	0.166864	0.129349	0.228776	0.157209	0.09582784	0.06549757	69.81179	0.1605077	0.0980704	0.411848	0.960176	2.52991	0.252031	0.212888	0.228059	0.307022	0.119754	0.8002057
55	-29907.33	-29630.46	-276.8755	0.8118158	0.03568173	0.03568173	0.02692129	0.141446	0.176356	0.166864	0.129349	0.228776	0.157209	0.09283272	0.06845644	69.32289	0.1605077	0.0980704	0.411848	0.960176	2.52991	0.252031	0.212888	0.228059	0.307022	0.119754	0.7751951
56	-29841.63	-29566.22	-275.407	0.7996841	0.03569773	0.03569773	0.007504543	0.159223	0.172704	0.163409	0.12667	0.224039	0.153954	0.09283272	0.07407678	69.77627	0.1605077	0.0954915	0.407007	0.956867	2.54063	0.252031	0.212888	0.228059	0.307022	0.1003373	0.9252068
57	-29725.94	-29451.01	-274.9261	0.784769	0.03806776	0.03806776	0.003587187	0.159223	0.172704	0.163409	0.12667	0.224039	0.153954	0.09675007	0.07473689	69.9486	0.1605077	0.0923138	0.400929	0.952644	2.55411	0.252031	0.212888	0.228059	0.307022	0.1003373	0.9642487
58	-29711.3	-29437.62	-273.68	0.7660768	0.03716138	0.03716138	0.03334023	0.131739	0.17835	0.168751	0.130811	0.231363	0.158986	0.07648734	0.07778076	69.31262	0.1605077	0.0883227	0.393109	0.947093	2.57148	0.252031	0.212888	0.228059	0.307022	0.1098276	0.6964312
59	-29708.69	-29434.88	-273.8168	0.7069259	0.03794286	0.03794286	0.01283361	0.130392	0.176526	0.167024	0.139702	0.228996	0.15736	0.09927591	0.08889194	69.92468	0.1605077	0.0756682	0.36678	0.927408	2.63014	0.252031	0.212888	0.228059	0.307022	0.1121095	0.8855261
60	-29658.75	-29384.46	-274.295	0.6775296	0.03764345	0.03764345	0.02758845	0.131068	0.177441	0.162705	0.140426	0.230184	0.158176	0.07965712	0.06679107	69.40992	0.1605077	0.0693965	0.352732	0.916248	2.66162	0.252031	0.212888	0.228059	0.307022	0.1072456	0.7427544
61	-29616.88	-29343.45	-273.4322	0.6941072	0.03764345	0.03764345	0.02433624	0.131068	0.177441	0.162705	0.140426	0.230184	0.158176	0.08116766	0.07117122	69.34443	0.1933582	0.07293	0.360736	0.922665	2.64367	0.252031	0.212888	0.228059	0.307022	0.1055039	0.7693332
62	-29611.93	-29340.62	-271.3102	0.72415	0.03754507	0.03754507	0.02456514	0.12734	0.178202	0.163403	0.141029	0.231171	0.158855	0.08056055	0.09094831	69.20096	0.1933582	0.0793524	0.374705	0.933499	2.61244	0.252031	0.212888	0.228059	0.307022	0.1051257	0.766326
63	-29613.05	-29342.74	-270.3089	0.7294182	0.03583223	0.03583223	0.02495932	0.124489	0.196089	0.160256	0.137871	0.225996	0.155298	0.07771648	0.09925292	69.59895	0.1933582	0.0804798	0.377086	0.9353	2.60713	0.252031	0.212888	0.228059	0.307022	0.1026758	0.7569113
64	-29607.43	-29337.66	-269.7683	0.7121182	0.03691559	0.03691559	0.0343257	0.126491	0.199242	0.162833	0.124007	0.22963	0.157796	0.06782167	0.09784307	68.73906	0.1933582	0.0767784	0.369192	0.929278	2.62475	0.24961	0.22045	0.225867	0.304072	0.1021474	0.6639591
65	-29604.24	-29336.74	-267.5053	0.7401054	0.03691559	0.03691559	0.0166094	0.151101	0.193629	0.158246	0.120513	0.223161	0.15335	0.06745776	0.09981833	69.27292	0.1933582	0.0827671	0.381854	0.93887	2.59651	0.24961	0.22045	0.225867	0.304072	0.08406716	0.802427
66	-29599.3	-29331.49	-267.8158	0.789577	0.0370741	0.0370741	0.01576669	0.138456	0.194502	0.167779	0.121056	0.224167	0.154041	0.06478885	0.09993621	68.9755	0.1933582	0.093339	0.402904	0.954024	2.54973	0.24961	0.22045	0.225867	0.304072	0.08055554	0.8042755
67	-29599.51	-29332.56	-266.9587	0.789577	0.0371119	0.0371119	0.01623079	0.138571	0.185367	0.167918	0.12962	0.224353	0.154169	0.06535326	0.0954489	68.37611	0.1933582	0.093339	0.402904	0.954024	2.54973	0.24961	0.22045	0.225867	0.304072	0.08158405	0.8010544
68	-29600.2	-29331.7	-268.5002	0.7900268	0.0376688	0.0376688	0.01665621	0.153457	0.182164	0.165017	0.127381	0.220477	0.151505	0.0654789	0.09138909	68.35444	0.1933582	0.0934348	0.403088	0.954153	2.54932	0.248891	0.219815	0.225217	0.306077	0.08213511	0.7972096
69	-29567.8	-29299.2	-268.5968	0.780443	0.03770353	0.03770353	0.02188629	0.153457	0.182164	0.165017	0.127381	0.220477	0.151505	0.0654789	0.09221118	68.26584	0.1933582	0.0913909	0.399139	0.951385	2.55808	0.248891	0.219815	0.225217	0.306077	0.0873652	0.749485
70	-29469.58	-29201.83	-267.7538	0.7826462	0.0385175	0.0385175	0.02421669	0.153457	0.182164	0.165017	0.127381	0.220477	0.151505	0.0656276	0.1081042	68.62454	0.2053914	0.091861	0.400052	0.952028	2.55606	0.248891	0.219815	0.225217	0.306077	0.08984429	0.7304594
71	-29386.87	-29120.13	-266.7308	0.7473961	0.03616818	0.03616818	0.01508728	0.149608	0.177595	0.160878	0.124186	0.214947	0.172787	0.06388058	0.1082019	69.0202	0.2053914	0.0843274	0.385061	0.941241	2.58937	0.248891	0.219815	0.225217	0.306077	0.07896786	0.8089441
72	-29328.95	-29060.42	-268.5304	0.741733	0.03703959	0.03703959	0.02267432	0.148932	0.1861	0.159006	0.122741	0.212445	0.170777	0.06388058	0.1082019	69.24886	0.2053914	0.0831155	0.382573	0.939403	2.59491	0.248891	0.219815	0.225217	0.306077	0.0865549	0.7380354
73	-29272.21	-28999.09	-273.1118	0.741733	0.03528629	0.03528629	0.0439875	0.148932	0.1861	0.159006	0.122741	0.212445	0.170777	0.06471666	0.1067698	69.53679	0.2053914	0.0831155	0.382573	0.939403	2.59491	0.248891	0.219815	0.225217	0.306077	0.1087042	0.5953467
74	-29270.56	-28999.07	-271.4891	0.8233873	0.03665175	0.03665175	0.03993576	0.137998	0.186812	0.163252	0.12321	0.217298	0.17143	0.06793514	0.09885721	69.22485	0.2053914	0.100525	0.416382	0.96323	2.51986	0.248523	0.219491	0.22636	0.305625	0.1078709	0.6297819
75	-29254.93	-28982.72	-272.2132	0.7997402	0.03665175	0.03665175	0.04181973	0.154706	0.180119	0.157402	0.118795	0.22369	0.165288	0.06582872	0.1050132	69.16013	0.2053914	0.0955035	0.407029	0.956883	2.54058	0.248523	0.219491	0.22636	0.305625	0.1076485	0.6115157
76	-29227.81	-28959.61	-268.2038	0.7997402	0.036792	0.036792	0.01843256	0.154706	0.180119	0.157402	0.118795	0.22369	0.165288	0.06582872	0.105716	68.76419	0.2053914	0.0955035	0.407029	0.956883	2.54058	0.249302	0.217047	0.227069	0.306582	0.08426128	0.7812452
77	-29221.89	-28954.34	-267.5524	0.7620044	0.03692305	0.03692305	0.01586908	0.1556	0.181159	0.158312	0.119482	0.219204	0.166243	0.06508037	0.1094807	69.20583	0.2053914	0.0874521	0.391375	0.945844	2.57533	0.249302	0.217047	0.227069	0.306582	0.08094945	0.8039631
78	-29227.77	-28960.5	-267.2721	0.7877903	0.03870736	0.03870736	0.01969817	0.157082	0.182886	0.150292	0.12062	0.221292	0.167827	0.06130898	0.1132563	68.87133	0.2053914	0.0929581	0.402171	0.953513	2.55136	0.249302	0.217047	0.227069	0.306582	0.08100715	0.7568342
79	-29227.09	-28959.83	-267.2638	0.8037293	0.0386085	0.0386085	0.02710985	0.156114	0.183096	0.150465	0.120759	0.221547	0.16802	0.05689721	0.0950421	67.9781	0.2053914	0.0963521	0.408631	0.957983	2.53703	0.249302	0.217047	0.227069	0.306582	0.08400705	0.6772908
80	-29232.6	-28963.05	-269.5441	0.8158717	0.03939242	0.03939242	0.009729303	0.160394	0.178469	0.163709	0.117707	0.215948	0.163774	0.06370881	0.09532004	67.63482	0.2053914	0.0989314	0.413446	0.961258	2.52636	0.249302	0.217047	0.227069	0.306582	0.07343811	0.867517
81	-29208.71	-28938.94	-269.771	0.7817031	0.03849816	0.03849816	0.02951352	0.156178	0.175139	0.160654	0.135392	0.211919	0.160718	0.06576454	0.08946706	67.4233	0.2053914	0.0916598	0.399662	0.951753	2.55693	0.249396	0.217129	0.226778	0.306698	0.09527806	0.690238
82	-29203.35	-28933.75	-269.5926	0.7906766	0.03836133	0.03836133	0.01592012	0.156178	0.175139	0.160654	0.135392	0.211919	0.160718	0.07939331	0.09580912	68.42776	0.1477711	0.0935733	0.403353	0.954338	2.54874	0.249396	0.217129	0.226778	0.306698	0.09531343	0.8329709
83	-29205.4	-28935.24	-270.1651	0.7899245	0.03859989	0.03859989	0.01544094	0.156178	0.175139	0.160654	0.135392	0.211919	0.160718	0.08289614	0.08157382	68.58891	0.1477711	0.093413	0.403046	0.954124	2.54942	0.249396	0.217129	0.226778	0.306698	0.09833708	0.8429795
84	-29196.22	-28924.58	-271.6465	0.7420216	0.03830133	0.03830133	0.02305422	0.156178	0.175139	0.160654	0.135392	0.211919	0.160718	0.07447337	0.08157382	68.60141	0.1477711	0.0831772	0.3827	0.939498	2.59462	0.249396	0.217129	0.226778	0.306698	0.09752759	0.7636134
85	-29192.76	-28922.49	-270.2771	0.7515143	0.03830133	0.03830133	0.01461566	0.156178	0.175139	0.160654	0.135392	0.211919	0.160718	0.07279526	0.08104696	67.95826	0.1477711	0.0852085	0.386855	0.942558	2.58538	0.249396	0.217129	0.226778	0.306698	0.08741092	0.8327936
86	-29193.71	-28921.28	-272.4293	0.7898274	0.03195658	0.03195658	0.01812475	0.162638	0.182384	0.162843	0.137623	0.204081	0.150431	0.07256238	0.07758606	69.24855	0.1477711	0.0933923	0.403006	0.954096	2.54951	0.249396	0.217129	0.226778	0.306698	0.09068713	0.8001398
87	-29181.03	-28909.34	-271.6906	0.8257721	0.03195658	0.03195658	0.02303727	0.162638	0.182384	0.162843	0.137623	0.204081	0.150431	0.06928545	0.08150291	69.37958	0.1477711	0.10103	0.417307	0.963848	2.51782	0.249396	0.217129	0.226778	0.306698	0.09232272	0.7504702
88	-29180.59	-28909.25	-271.346	0.8293353	0.03340248	0.03340248	0.02109468	0.165643	0.181313	0.162362	0.137217	0.203479	0.149987	0.06953593	0.07769982	69.51005	0.1477711	0.101784	0.418682	0.964763	2.51477	0.242552	0.21117	0.220555	0.325723	0.09063062	0.7672455
89	-29185.85	-28916.68	-269.1707	0.8293353	0.03354305	0.03354305	0.02148893	0.150251	0.184658	0.165357	0.139748	0.207232	0.152754	0.06850123	0.1045912	68.92352	0.1477711	0.101784	0.418682	0.964763	2.51477	0.242552	0.21117	0.220555	0.325723	0.08999017	0.761208
90	-29187.1	-28918.11	-268.9886	0.8293353	0.03464461	0.03464461	0.02645494	0.149082	0.19432	0.164071	0.138661	0.20562	0.148247	0.06949424	0.1032552	69.57264	0.1477711	0.101784	0.418682	0.964763	2.51477	0.242552	0.21117	0.220555	0.325723	0.09594918	0.7242817
