Iteration	Posterior	Likelihood	Prior	alpha_seq	branch_rates	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	omega	origin_time	p_inv	rates_seq[1]	rates_seq[2]	rates_seq[3]	rates_seq[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
19	-32249.64	-31945.56	-304.0789	0.7888624	0.01248576	0.01248576	0.01331169	0.137644	0.215934	0.15677	0.128897	0.182474	0.178282	0.3343971	0.06522818	66.55286	0.5888961	0.0931866	0.402611	0.95382	2.55038	0.247338	0.222739	0.201993	0.32793	0.3477088	0.961716
20	-32202.25	-31895.5	-306.7549	0.9974204	0.01249679	0.01249679	0.002486647	0.137303	0.215399	0.156381	0.128577	0.184498	0.17784	0.343332	0.06428202	66.62179	0.5888961	0.136439	0.475975	0.999571	2.38801	0.247338	0.222739	0.201993	0.32793	0.3458187	0.9928094
21	-31833.63	-31526.08	-307.5583	1.082712	0.01953673	0.01953673	0.0153936	0.141249	0.221589	0.160875	0.132272	0.189799	0.154217	0.3400617	0.06327377	67.77877	0.5888961	0.153155	0.500275	1.01246	2.33411	0.247338	0.222739	0.201993	0.32793	0.3554553	0.9566933
22	-31767.54	-31461.46	-306.0799	1.083379	0.01953673	0.01953673	0.04234456	0.135536	0.212627	0.154369	0.126923	0.222564	0.147981	0.3147673	0.06262234	67.87511	0.5888961	0.153284	0.500455	1.01255	2.33371	0.247338	0.222739	0.201993	0.32793	0.3571119	0.881425
23	-31659.29	-31363.35	-295.9453	1.02022	0.02040224	0.02040224	0.01511369	0.13383	0.196544	0.152425	0.125325	0.219762	0.172114	0.2825718	0.06407964	68.42494	0.5888961	0.140971	0.482746	1.00327	2.37301	0.247338	0.222739	0.201993	0.32793	0.2976855	0.9492293
24	-31511.34	-31215.28	-296.0512	1.02022	0.02049768	0.02049768	0.02451191	0.13383	0.196544	0.152425	0.125325	0.219762	0.172114	0.2731736	0.06200638	66.97103	0.4820996	0.140971	0.482746	1.00327	2.37301	0.247338	0.222739	0.201993	0.32793	0.2976855	0.9176584
25	-31441.4	-31146.06	-295.3394	0.9145842	0.02617226	0.02617226	0.01600392	0.13383	0.196544	0.152425	0.125325	0.219762	0.172114	0.2744306	0.05931439	66.72967	0.4820996	0.119612	0.449482	0.984268	2.44664	0.247338	0.222739	0.201993	0.32793	0.2904345	0.9448966
26	-31335.14	-31038.56	-296.5781	0.9558923	0.02869832	0.02869832	0.01258956	0.135569	0.199099	0.154406	0.126954	0.222618	0.161354	0.277845	0.05933367	67.20127	0.4370683	0.128071	0.46308	0.992289	2.41656	0.247338	0.222739	0.201993	0.32793	0.2904345	0.9566527
27	-31300.78	-31002.79	-297.9865	0.8903764	0.03490955	0.03490955	0.02868311	0.147734	0.199814	0.154961	0.127409	0.208149	0.161933	0.277845	0.06440103	67.06734	0.4370683	0.114596	0.441127	0.979163	2.46511	0.247338	0.222739	0.201993	0.32793	0.3065281	0.9064258
28	-31147.21	-30849.9	-297.3104	0.6909069	0.03499643	0.03499643	0.0232835	0.14956	0.202283	0.156876	0.128984	0.210722	0.151574	0.2810514	0.06448216	66.8712	0.05011817	0.0722471	0.359208	0.921452	2.64709	0.247338	0.222739	0.201993	0.32793	0.3043349	0.9234938
29	-31062.27	-30766.19	-296.0817	0.4287652	0.03674322	0.03674322	0.0186406	0.14956	0.202283	0.156876	0.128984	0.210722	0.151574	0.2856943	0.06407714	67.86711	0.05011817	0.0210735	0.202898	0.760622	3.01541	0.247338	0.222739	0.201993	0.32793	0.3043349	0.9387497
30	-31034.7	-30737.36	-297.3379	0.5224922	0.03674322	0.03674322	0.005946394	0.14956	0.202283	0.156876	0.128984	0.210722	0.151574	0.2851391	0.06812346	68.19729	0.05011817	0.0376285	0.266346	0.835969	2.86006	0.247338	0.222739	0.201993	0.32793	0.2910855	0.9795717
31	-30974.06	-30674.68	-299.3808	0.4747173	0.05039249	0.05039249	0.009635907	0.151024	0.204262	0.158411	0.130246	0.193422	0.162636	0.284092	0.06535721	68.48947	0.05011817	0.0288029	0.23509	0.800963	2.93514	0.23506	0.226372	0.205288	0.333279	0.293728	0.9671944
32	-30865.23	-30564.13	-301.0905	0.4115781	0.05025469	0.05025469	0.01256126	0.151024	0.204262	0.158411	0.130246	0.193422	0.162636	0.2833767	0.06535721	68.8474	0.05011817	0.0184196	0.190351	0.743511	3.04772	0.23506	0.226372	0.205288	0.333279	0.2959379	0.9575544
33	-30806.12	-30504.44	-301.6842	0.3946113	0.05052855	0.05052855	0.0310126	0.149541	0.212073	0.156856	0.128967	0.191523	0.16104	0.2522538	0.06776005	69.36782	0.05011817	0.0159447	0.177719	0.725383	3.08095	0.23506	0.226372	0.205288	0.333279	0.2832664	0.8905179
34	-30791.76	-30491.75	-300.0174	0.3946113	0.05416076	0.05416076	0.02695601	0.149541	0.212073	0.156856	0.128967	0.191523	0.16104	0.2588708	0.05968599	69.8945	0.05011817	0.0159447	0.177719	0.725383	3.08095	0.23506	0.226372	0.205288	0.333279	0.2858268	0.9056911
35	-30772.88	-30479.8	-293.0708	0.3946113	0.05500802	0.05500802	0.003320286	0.145706	0.232278	0.152833	0.12566	0.186612	0.15691	0.2697275	0.06391533	69.72629	0.05011817	0.0159447	0.177719	0.725383	3.08095	0.23506	0.226372	0.205288	0.333279	0.2730478	0.9878399
36	-30721.62	-30428.89	-292.7268	0.4098412	0.05500802	0.05500802	-0.001394322	0.142734	0.227541	0.149716	0.123097	0.203787	0.153125	0.2613095	0.06229857	68.70519	0.05011817	0.0181594	0.189069	0.741714	3.05106	0.226798	0.218415	0.233222	0.321565	0.2599152	1.005365
37	-30636.37	-30344.31	-292.0662	0.3981237	0.05769184	0.05769184	0.04823447	0.144166	0.229824	0.151218	0.114299	0.205831	0.154662	0.2116807	0.0622822	69.27842	0.05011817	0.0164446	0.180353	0.729242	3.07396	0.226798	0.218415	0.233222	0.321565	0.2599152	0.8144223
38	-30581.14	-30290.48	-290.6624	0.3772923	0.05935001	0.05935001	0.030247	0.14266	0.227422	0.149638	0.113105	0.214129	0.153046	0.2275576	0.05992905	69.01776	0.1067944	0.0135794	0.1646	0.705491	3.11633	0.226798	0.218415	0.233222	0.321565	0.2578046	0.8826747
39	-30549.92	-30256.25	-293.6684	0.3857614	0.05767729	0.05767729	0.04462926	0.148179	0.225228	0.148194	0.112013	0.214816	0.151569	0.2128964	0.05998112	69.44378	0.1067944	0.014715	0.171042	0.715401	3.09884	0.226798	0.218415	0.233222	0.321565	0.2575256	0.8266997
40	-30550.22	-30256.03	-294.1923	0.3679826	0.05758533	0.05758533	0.04255561	0.167135	0.220237	0.144969	0.109248	0.21014	0.14827	0.2128964	0.06064768	69.5223	0.1073568	0.0123793	0.157466	0.694172	3.13598	0.226798	0.218415	0.233222	0.321565	0.255452	0.8334105
41	-30414.82	-30122.71	-292.1109	0.390582	0.05535676	0.05535676	0.04710396	0.164262	0.216451	0.142476	0.124563	0.206528	0.145721	0.208348	0.05787315	69.43414	0.1073568	0.0153795	0.174686	0.720885	3.08905	0.226798	0.218415	0.233222	0.321565	0.255452	0.8156054
42	-30394.49	-30107.6	-286.8888	0.4887413	0.05524522	0.05524522	0.00947388	0.140285	0.205013	0.150253	0.131362	0.2178	0.155286	0.2078083	0.0575331	68.70835	0.1073568	0.0313204	0.244502	0.8119	2.91228	0.241171	0.214355	0.228887	0.315587	0.2172822	0.9563983
43	-30387.57	-30102.82	-284.7469	0.4454361	0.05528461	0.05528461	0.01470608	0.143048	0.20905	0.153212	0.114011	0.222089	0.15859	0.2070816	0.07219126	67.97929	0.1073568	0.0237776	0.214812	0.776114	2.9853	0.241171	0.214355	0.228887	0.315587	0.2217877	0.933693
44	-30367.4	-30082.44	-284.9575	0.4594365	0.05501919	0.05501919	0.004792465	0.143524	0.209746	0.150392	0.114391	0.222828	0.159118	0.2064578	0.07219126	67.86604	0.1073568	0.026139	0.224612	0.788352	2.9609	0.241171	0.214355	0.228887	0.315587	0.2112503	0.9773138
45	-30307.36	-30023.87	-283.4964	0.6780601	0.0547878	0.0547878	-0.001962096	0.144091	0.210575	0.150986	0.114842	0.223709	0.155797	0.1885686	0.07238832	68.74963	0.1073568	0.0695094	0.352992	0.916459	2.66104	0.241171	0.214355	0.228887	0.315587	0.1866065	1.010515
46	-30285.45	-30000.58	-284.8722	0.672686	0.05453128	0.05453128	-0.007001412	0.147894	0.189737	0.154972	0.117874	0.229614	0.159909	0.1832032	0.0639845	68.06909	0.1880206	0.0683662	0.350352	0.91431	2.66697	0.241171	0.214355	0.228887	0.315587	0.1762018	1.039735
47	-30277.17	-29995.21	-281.9586	0.7542598	0.05520274	0.05520274	-0.0004741509	0.147894	0.189737	0.154972	0.117874	0.229614	0.159909	0.1826971	0.06680433	68.66455	0.1880206	0.0857959	0.388045	0.943428	2.58273	0.241171	0.214355	0.228887	0.315587	0.182223	1.002602
48	-30219.04	-29937.95	-281.0865	0.7542598	0.05544309	0.05544309	0.003163235	0.147894	0.189737	0.154972	0.117874	0.229614	0.159909	0.1791017	0.06618734	68.13713	0.1880206	0.0857959	0.388045	0.943428	2.58273	0.241171	0.214355	0.228887	0.315587	0.1822649	0.9826448
49	-30219.68	-29935.45	-284.2311	0.7309347	0.05548102	0.05548102	0.002212728	0.147894	0.189737	0.154972	0.117874	0.229614	0.159909	0.1753142	0.06702877	67.32587	0.1880206	0.0808044	0.377768	0.935814	2.60561	0.241171	0.214355	0.228887	0.315587	0.1775269	0.9875358
50	-30216.2	-29933.08	-283.1184	0.7346328	0.05548102	0.05548102	0.006310716	0.147894	0.189737	0.154972	0.117874	0.229614	0.159909	0.1709238	0.06726272	66.92306	0.1880206	0.0815959	0.379423	0.937056	2.60193	0.241171	0.214355	0.228887	0.315587	0.1772345	0.9643934
51	-30139.74	-29856.59	-283.1495	0.7568858	0.05396465	0.05396465	0.006109249	0.147894	0.189737	0.154972	0.117874	0.229614	0.159909	0.1723278	0.06788138	67.46456	0.1880206	0.0863575	0.389179	0.944253	2.58021	0.241171	0.214355	0.228887	0.315587	0.178437	0.9657624
52	-30107.56	-29828.87	-278.691	0.7568858	0.05150613	0.05150613	0.03219138	0.148703	0.190775	0.15035	0.118519	0.23087	0.160784	0.1467142	0.07245647	66.66402	0.1880206	0.0863575	0.389179	0.944253	2.58021	0.241171	0.214355	0.228887	0.315587	0.1789056	0.820065
53	-29961.25	-29684.69	-276.5648	0.699354	0.04804202	0.04804202	0.01190879	0.146545	0.188006	0.157211	0.116798	0.23299	0.15845	0.1489079	0.08972753	66.52996	0.1880206	0.0740503	0.363225	0.924629	2.6381	0.241171	0.214355	0.228887	0.315587	0.1608167	0.925948
54	-29486.4	-29210.9	-275.4972	0.7183465	0.04639285	0.04639285	0.01250035	0.151305	0.194113	0.162318	0.120592	0.208074	0.163597	0.1486082	0.08771115	66.95256	0.1880206	0.0781106	0.372059	0.931482	2.61835	0.241171	0.214355	0.228887	0.315587	0.1611085	0.9224104
55	-29433.42	-29153.67	-279.7417	0.7930231	0.04672444	0.04672444	0.002316065	0.151027	0.193756	0.16202	0.122207	0.207692	0.163297	0.150796	0.08835254	67.12557	0.1880206	0.0940733	0.40431	0.955003	2.54661	0.241171	0.214355	0.228887	0.315587	0.1531121	0.9848734
56	-29412	-29130.6	-281.3995	0.7707742	0.04678754	0.04678754	-0.00122124	0.15132	0.194132	0.162334	0.122444	0.208095	0.161675	0.1507376	0.0883098	66.85663	0.1880206	0.0893264	0.395096	0.948516	2.56706	0.239496	0.219813	0.227297	0.313395	0.1495164	1.008168
57	-29224.04	-28943.09	-280.9521	0.7522106	0.04613114	0.04613114	0.003824328	0.152013	0.195021	0.163078	0.123005	0.204468	0.162415	0.14798	0.07781346	67.20013	0.1525402	0.0853575	0.387158	0.94278	2.58471	0.239496	0.219813	0.227297	0.313395	0.1518043	0.9748075
58	-29130.58	-28849.69	-280.8869	0.759584	0.04555161	0.04555161	0.002154724	0.151397	0.194231	0.162417	0.122507	0.20364	0.165809	0.1526644	0.07821977	66.39433	0.1525402	0.0869346	0.390339	0.945095	2.57763	0.239496	0.219813	0.227297	0.313395	0.1548191	0.9860823
59	-29031.85	-28750.92	-280.9305	0.759584	0.04361314	0.04361314	0.02246263	0.151549	0.193422	0.16258	0.122629	0.203844	0.165975	0.1439018	0.07871328	66.64435	0.1525402	0.0869346	0.390339	0.945095	2.57763	0.239496	0.219813	0.227297	0.313395	0.1663644	0.8649793
60	-29030.62	-28747.96	-282.6662	0.7401502	0.0438498	0.0438498	0.01890621	0.149891	0.203579	0.160801	0.121288	0.200283	0.164159	0.1439018	0.081299	67.04888	0.1525402	0.0827767	0.381874	0.938884	2.59647	0.239496	0.219813	0.227297	0.313395	0.162808	0.8838742
61	-29021.28	-28741.3	-279.9814	0.7401502	0.04217904	0.04217904	0.01415821	0.148404	0.201559	0.162223	0.126987	0.198296	0.162531	0.1289259	0.081299	67.32862	0.1525402	0.0827767	0.381874	0.938884	2.59647	0.239496	0.219813	0.227297	0.313395	0.1430841	0.9010498
62	-28971.43	-28693.77	-277.659	0.7212652	0.04099843	0.04099843	0.03598025	0.145747	0.19795	0.159318	0.124713	0.212652	0.15962	0.1030348	0.08174164	68.06821	0.1525402	0.0787351	0.373393	0.932501	2.61537	0.239496	0.219813	0.227297	0.313395	0.139015	0.7411772
63	-28958.54	-28679.62	-278.9198	0.7545132	0.03875908	0.03875908	0.02928472	0.145503	0.19929	0.159052	0.124505	0.212297	0.159354	0.1030348	0.07694173	67.48367	0.1525402	0.0858501	0.388155	0.943508	2.58249	0.239496	0.219813	0.227297	0.313395	0.1323195	0.7786817
64	-28965.88	-28687.23	-278.6517	0.9113052	0.03858168	0.03858168	0.01530173	0.14337	0.196368	0.15672	0.137341	0.209184	0.157017	0.1125234	0.07876569	66.81699	0.1525402	0.118935	0.448367	0.983595	2.4491	0.239496	0.219813	0.227297	0.313395	0.1278251	0.8802917
65	-28938.96	-28661.29	-277.6702	0.7769177	0.0382905	0.0382905	0.01568383	0.143337	0.196375	0.156726	0.137347	0.209192	0.157023	0.11112	0.07831251	66.91289	0.1549068	0.0906384	0.397672	0.950348	2.56134	0.239496	0.219813	0.227297	0.313395	0.1268038	0.8763142
66	-28938.6	-28660.16	-278.4453	0.7769177	0.03591151	0.03591151	0.03202328	0.143337	0.196375	0.156726	0.137347	0.209192	0.157023	0.09587544	0.07831251	66.41995	0.1549068	0.0906384	0.397672	0.950348	2.56134	0.239496	0.219813	0.227297	0.313395	0.1278987	0.74962
67	-28867.05	-28590.85	-276.2065	0.7577915	0.03464664	0.03464664	0.02926222	0.145162	0.195957	0.156392	0.137054	0.208746	0.156689	0.100033	0.08409298	66.41894	0.1549068	0.0865513	0.389569	0.944536	2.57934	0.239496	0.219813	0.227297	0.313395	0.1292952	0.7736791
68	-28845.44	-28570.07	-275.37	0.8585813	0.03433508	0.03433508	0.01840362	0.145162	0.195957	0.156392	0.137054	0.208746	0.156689	0.1109683	0.08348408	66.4128	0.1549068	0.107949	0.429692	0.971953	2.49041	0.239496	0.219813	0.227297	0.313395	0.129372	0.8577465
69	-28811.18	-28537.13	-274.0554	0.8585813	0.03433508	0.03433508	0.02332967	0.145162	0.195957	0.156392	0.137054	0.208746	0.156689	0.1065718	0.08254374	66.51861	0.1549068	0.107949	0.429692	0.971953	2.49041	0.239496	0.219813	0.227297	0.313395	0.1299015	0.8204049
70	-28807.13	-28532.63	-274.4975	0.8361315	0.03483245	0.03483245	0.010896	0.149323	0.201575	0.160876	0.112314	0.214731	0.161181	0.108377	0.09446482	66.59401	0.1549068	0.103221	0.421284	0.966485	2.50901	0.239496	0.219813	0.227297	0.313395	0.119273	0.9086466
71	-28806.32	-28531.64	-274.6773	0.8703079	0.03256909	0.03256909	0.01689783	0.150607	0.194712	0.162259	0.11328	0.216577	0.162566	0.09987856	0.07348307	66.53705	0.1549068	0.110408	0.433972	0.974682	2.48094	0.239496	0.219813	0.227297	0.313395	0.1167764	0.8552975
72	-28805.72	-28531.59	-274.1269	0.8796464	0.03256909	0.03256909	0.02902598	0.150607	0.194712	0.162259	0.11328	0.216577	0.162566	0.0893715	0.09421229	66.47845	0.1549068	0.11236	0.437328	0.976796	2.47352	0.239332	0.220346	0.227142	0.313181	0.1183975	0.7548429
73	-28803.16	-28528.39	-274.771	0.7679801	0.03346716	0.03346716	0.04606657	0.16356	0.190632	0.158859	0.115749	0.212039	0.15916	0.07163769	0.1052495	67.37375	0.1549068	0.0887294	0.393916	0.947672	2.56968	0.239332	0.220346	0.227142	0.313181	0.1177043	0.6086245
74	-28804.71	-28531.33	-273.3798	0.7524393	0.03292251	0.03292251	0.0339864	0.1679	0.192214	0.160177	0.116709	0.213798	0.149202	0.07219893	0.1031759	67.35757	0.1549068	0.0854064	0.387257	0.942852	2.58448	0.240455	0.22138	0.223515	0.314651	0.1061853	0.6799332
75	-28799.65	-28528.28	-271.3681	0.7961875	0.03592164	0.03592164	0.01785846	0.139015	0.20068	0.167232	0.12185	0.21545	0.155773	0.07028447	0.1118906	67.32206	0.1549068	0.0947472	0.405595	0.955893	2.54377	0.240455	0.22138	0.223515	0.314651	0.08814292	0.7973921
76	-28796.36	-28526.66	-269.7008	0.8204723	0.03502663	0.03502663	0.019005	0.142229	0.20532	0.147977	0.124667	0.220432	0.159375	0.07028447	0.1102601	66.5727	0.1549068	0.099907	0.415248	0.96247	2.52238	0.240455	0.22138	0.223515	0.314651	0.08928947	0.7871529
77	-28787.06	-28516.78	-270.2823	0.7547686	0.03498776	0.03498776	0.02158355	0.149431	0.215832	0.155553	0.12024	0.191409	0.167535	0.07359672	0.1109748	66.28637	0.1549068	0.0859047	0.388265	0.943588	2.58224	0.240455	0.22138	0.223515	0.314651	0.09518027	0.773235
78	-28746.89	-28475.62	-271.2687	0.7335545	0.03616836	0.03616836	0.017275	0.149431	0.215832	0.155553	0.12024	0.191409	0.167535	0.07706477	0.1109748	66.90565	0.1549068	0.0813651	0.378941	0.936695	2.603	0.240455	0.22138	0.223515	0.314651	0.09433977	0.8168853
79	-28747.25	-28475.32	-271.9301	0.726494	0.03690406	0.03690406	0.01882132	0.150139	0.216854	0.15629	0.116072	0.192316	0.168328	0.07744719	0.1106798	67.01945	0.1576484	0.079854	0.375767	0.934304	2.61007	0.240455	0.22138	0.223515	0.314651	0.09626851	0.8044914
80	-28747.36	-28474.33	-273.0282	0.726494	0.03693076	0.03693076	0.005972863	0.14158	0.217385	0.156672	0.122837	0.192786	0.16874	0.08204199	0.1084315	67.54265	0.1576484	0.079854	0.375767	0.934304	2.61007	0.240455	0.22138	0.223515	0.314651	0.08801485	0.932138
81	-28737.53	-28466.76	-270.764	0.726494	0.03712362	0.03712362	0.01697871	0.142701	0.211184	0.157914	0.12381	0.194314	0.170077	0.07103614	0.1073066	68.82808	0.1576484	0.079854	0.375767	0.934304	2.61007	0.240455	0.22138	0.223515	0.314651	0.08801485	0.8070926
82	-28736.3	-28464.73	-271.5753	0.7942077	0.03189516	0.03189516	0.01908484	0.142701	0.211184	0.157914	0.12381	0.194314	0.170077	0.06943691	0.1070566	68.47229	0.1576484	0.0943256	0.404791	0.955337	2.54555	0.240455	0.22138	0.223515	0.314651	0.08852175	0.7844051
83	-28741.63	-28470.21	-271.423	0.7942077	0.03189516	0.03189516	0.01635057	0.142701	0.211184	0.157914	0.12381	0.194314	0.170077	0.06641951	0.1061276	68.83729	0.1576484	0.0943256	0.404791	0.955337	2.54555	0.247867	0.219219	0.221333	0.31158	0.08277007	0.802458
84	-28739.14	-28468.05	-271.0876	0.7821769	0.03197811	0.03197811	0.02841219	0.142701	0.211184	0.157914	0.12381	0.194314	0.170077	0.05805041	0.1046337	69.69717	0.1576484	0.0917609	0.399858	0.951891	2.55649	0.247971	0.218893	0.221426	0.31171	0.08646259	0.6713933
85	-28739	-28467.49	-271.5136	0.7769866	0.03131282	0.03131282	0.01515336	0.140167	0.207433	0.155109	0.139373	0.190862	0.167056	0.05795929	0.1045304	68.69872	0.1576484	0.0906531	0.397701	0.950368	2.56128	0.247971	0.218893	0.221426	0.31171	0.07311265	0.7927396
86	-28738.02	-28465.43	-272.5893	0.7873096	0.03132887	0.03132887	0.01547299	0.140167	0.207433	0.155109	0.139373	0.190862	0.167056	0.06134732	0.08457483	68.18104	0.1543619	0.0928556	0.401974	0.953376	2.55179	0.247329	0.220914	0.220853	0.310904	0.07682031	0.798582
87	-28743.79	-28469.93	-273.853	0.7873096	0.03137364	0.03137364	0.01852732	0.144887	0.188352	0.160332	0.144066	0.19729	0.165073	0.05829299	0.08146383	67.85318	0.1543619	0.0928556	0.401974	0.953376	2.55179	0.247329	0.220914	0.220853	0.310904	0.07682031	0.7588226
88	-28749.16	-28474.46	-274.6947	0.7422486	0.03429113	0.03429113	0.03031339	0.144887	0.188352	0.160332	0.144066	0.19729	0.165073	0.05829299	0.07890306	67.21444	0.1543619	0.0832258	0.382801	0.939572	2.5944	0.247329	0.220914	0.220853	0.310904	0.08860637	0.6578871
89	-28752.69	-28475.68	-277.0086	0.7438036	0.0341287	0.0341287	0.02407614	0.144197	0.187455	0.164331	0.14338	0.19635	0.164287	0.05218451	0.07641995	67.47948	0.1543619	0.0835586	0.383485	0.940079	2.59288	0.247329	0.220914	0.220853	0.310904	0.07626066	0.6842914
90	-28751.08	-28474.27	-276.8078	0.7438036	0.03221097	0.03221097	0.02690442	0.144197	0.187455	0.164331	0.14338	0.19635	0.164287	0.05012534	0.07535899	68.49492	0.1543619	0.0835586	0.383485	0.940079	2.59288	0.243612	0.217593	0.217533	0.321262	0.07702977	0.6507269
