x
1905
677
71
49
2189
67
86
233
256
633
661
21
126
2
2
16
1
30
99
216
42
416
339
261
102
269
43
65
44
321
298
18558
94
8057
553
583
207
27
8
979
72
165
67
395
92
260
138
81
5034
34
20
2434
347
10418
1020
6333
211
884
4126
34
86
5508
13414
63
934
3224
1023
1324
519
1258
320
1582
168
11
624
694
105
831
2
1978
378
11505
129
10
1847
8226
192
2068
105
117
13
1
4474
430
8502
3864
13564
15570
2380
14855
33
75
120
252
1371
3
87
432
2073
1534
548
360
193
18
3
838
119
21
445
251
98
60
974
223
15
324
5952
4214
421
1057
1788
5209
51
22
22
2
1275
102
753
157
1517
740
108
47
1390
194
181
704
93
184
516
17
36
35
557
11668
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
