"x"
55694
33566
20716
17425
17242
13582
6285
5390
5338
5863
5926
5182
5624
6079
5527
7258
8871
4824
4816
5149
4778
4700
4395
4283
3939
3211
3723
3467
4510
3344
2870
2935
2720
4555
1810
1401
1422
1444
1429
1261
1242
1132
1178
1105
880
997
846
1126
921
1286
1169
1098
836
1273
1018
817
826
947
1221
1347
1356
1134
1132
1212
1059
1088
1284
1251
1295
1175
991
636
697
1312
1204
1001
1102
1152
817
849
736
833
711
722
457
403
465
434
330
355
332
436
401
414
441
313
439
342
281
384
366
338
301
329
240
323
515
475
457
500
518
476
496
545
601
858
467
591
513
385
507
566
398
452
341
360
360
468
301
350
298
352
393
297
352
631
286
357
455
380
484
413
438
459
410
397
493
335
266
406
381
334
382
356
288
303
301
375
327
317
388
396
400
425
283
491
486
367
383
329
770
346
293
355
310
250
248
276
229
265
300
197
252
311
255
303
166
224
232
180
241
285
276
330
236
274
262
331
313
385
364
484
383
369
325
411
290
305
299
425
284
338
348
412
387
275
507
746
546
684
993
275
257
292
257
255
266
175
244
199
274
245
247
265
247
341
228
283
234
278
188
270
279
207
247
205
285
311
233
246
253
293
399
294
237
272
204
308
309
293
208
219
310
241
225
210
170
133
255
552
371
230
270
292
234
319
258
523
1047
903
317
192
212
202
122
258
437
321
293
163
121
228
123
130
347
429
233
218
174
123
100
60
87
82
122
37
139
153
423
335
118
193
167
103
80
126
154
119
98
120
78
89
94
123
121
110
242
834
282
1168
33
