"x"
297
431
476
285
495
556
263
381
295
386
422
351
402
537
570
353
663
423
567
635
375
313
473
661
375
481
434
305
397
510
451
462
579
745
445
374
419
366
462
413
400
215
401
318
310
395
218
285
243
386
331
368
312
390
202
290
239
303
251
257
317
249
297
368
337
318
283
359
253
394
372
261
317
302
406
335
228
428
327
373
335
304
260
374
202
199
256
264
278
250
242
314
242
246
271
254
144
176
233
318
288
236
261
271
200
226
286
298
326
302
215
250
205
217
212
364
240
340
319
265
294
431
279
247
276
167
266
366
252
282
242
261
265
251
252
292
215
288
326
320
319
368
307
278
309
329
363
265
264
322
324
236
290
222
232
247
134
272
244
251
287
297
276
302
239
232
213
251
197
257
393
268
277
273
285
211
202
266
229
265
295
197
231
279
241
278
93
113
225
172
229
270
264
296
223
194
172
274
268
324
303
264
252
260
227
310
216
250
221
267
256
314
298
330
290
223
284
433
182
418
522
233
218
265
249
208
249
147
241
189
269
235
226
256
219
270
199
247
226
262
186
251
275
200
241
190
269
240
151
235
232
286
340
274
218
254
176
276
291
282
186
208
308
241
225
210
167
133
240
479
348
230
269
292
229
307
233
495
606
398
181
103
179
182
106
239
355
263
237
161
118
227
122
130
344
206
145
217
140
121
98
59
86
81
122
37
139
153
422
282
116
192
161
103
80
126
154
119
98
120
78
89
94
123
121
110
220
420
80
207
33
