"x"
36
45
46
36
50
46
50
57
63
58
59
68
64
74
77
63
73
70
77
77
72
63
74
75
64
69
65
62
62
72
67
61
72
60
66
56
67
53
59
56
53
50
51
48
50
52
51
51
48
55
55
55
53
50
50
53
54
52
52
54
56
57
54
56
56
51
57
57
51
58
61
54
55
54
58
60
56
58
59
65
62
57
51
59
51
50
56
50
50
50
46
53
47
48
51
52
37
41
45
47
47
49
48
47
45
41
49
54
55
55
52
52
53
48
48
55
47
60
55
43
48
58
53
50
49
50
52
53
53
56
53
49
50
51
48
50
41
43
49
42
44
45
45
43
44
47
48
48
51
55
47
45
45
44
47
48
39
44
45
39
42
45
46
44
45
45
39
43
49
45
47
44
49
47
59
49
46
42
59
53
55
48
52
59
56
50
45
39
52
51
53
63
65
65
49
49
58
56
57
58
59
64
63
56
57
61
57
64
51
60
52
64
53
65
63
55
53
65
50
51
52
52
51
56
54
48
52
43
56
54
53
48
56
53
62
53
46
46
49
51
45
49
52
45
48
46
52
55
42
49
47
59
53
50
50
55
42
46
56
55
47
47
51
54
53
56
51
45
52
53
50
51
51
56
44
49
46
49
52
51
36
36
45
43
39
50
50
42
44
37
32
43
44
41
36
30
27
36
32
39
35
29
30
31
43
23
42
36
41
34
33
38
35
28
28
30
32
21
24
28
25
27
30
29
29
25
28
27
19
25
14
