"x"
59
62
64
67
70
71
71
75
77
78
79
81
81
79
79
82
84
81
82
80
81
83
82
80
78
78
78
79
76
73
72
69
68
68
65
64
65
62
61
61
61
64
64
62
61
60
59
60
58
57
57
58
58
60
60
58
58
58
57
58
56
59
61
59
59
59
59
59
59
57
59
59
58
59
60
63
58
58
60
59
61
61
62
62
62
62
63
62
63
63
61
60
57
57
56
56
56
56
58
58
58
58
59
59
60
61
62
62
62
62
61
61
60
59
60
58
59
57
59
58
58
58
56
57
58
58
58
56
57
56
56
55
55
55
55
55
56
56
55
54
54
54
54
50
51
50
47
47
46
45
47
46
48
48
46
46
44
43
43
46
46
48
48
48
48
48
48
46
46
45
52
57
56
55
57
58
56
56
54
54
56
57
57
56
56
56
55
56
56
56
60
62
62
59
60
57
55
56
57
58
60
60
60
62
61
60
60
61
60
60
61
60
60
60
59
61
61
62
60
59
53
52
52
53
56
55
55
55
53
53
54
54
54
55
54
54
54
52
49
48
47
46
46
41
41
40
38
37
36
37
37
35
34
35
35
36
36
36
37
37
36
36
34
33
34
34
34
34
33
33
32
35
35
31
33
33
40
40
38
40
35
35
32
28
28
29
27
27
27
23
23
24
23
23
23
23
23
22
22
22
22
22
22
19
21
19
21
19
19
19
19
19
19
16
16
16
15
14
15
15
14
14
15
16
18
18
18
17
17
12
5
